age_effects,CV_cell,CV_age_effects
-9.80073526763792,-1.47146050234186,-2.14257467625289
2.00259877540833,-0.0735821114756178,1.04973558684274
-7.1456802686127,-1.3948225210953,-1.4244928790623
-1.97721576969645,0.0338760041831453,-0.0266384928216485
-7.25441537297454,-1.23071384789622,-1.45390119609773
-2.17009837480535,-0.772045123643206,-0.0788052041606805
-0.535692085866337,-0.11753522948716,0.363233625819047
-3.40635677243656,-0.589382772545263,-0.413161611952198
-2.8797291039101,0.875912472606363,-0.270730761064133
-0.260152621602803,0.454283626989481,0.437755574994463
-1.68280417396841,-1.21962101814212,0.0529875819119293
1.5211279508895,1.34232885988111,0.919517781527124
-5.20985992807045,-0.789658836328387,-0.900934101679138
0.190292454550884,-0.265748014682645,0.559582207564729
-2.24063506198142,1.59710076032914,-0.097882440268354
0.518324628626399,-0.706452018393772,0.648301248482136
-1.35840310860342,1.28927174421967,0.140724559154721
-7.35722636769287,-0.815289819785559,-1.48170728820709
6.90054130899064,1.05060318151378,2.37442504839526
4.45723829157262,0.561334738008428,1.71361334299824
-8.65810729091056,-0.0767196601506023,-1.83354139771445
5.53439601023965,4.00612682921994,2.00493964349375
-1.30417031035117,-0.0237342541908154,0.155392272347083
-0.448082162361234,-1.29836236500403,0.38692846127269
-2.04788909053156,-0.068066193410518,-0.0457526826434545
1.10088560144207,1.79652814237795,0.805859728621403
-1.2809668899392,-0.425418882881997,0.161667831172235
2.89944316372186,0.113990677109798,1.29229464132444
-1.17889603640317,0.322112172529974,0.189273745917821
-10.0536968116725,-1.36934876764874,-2.21099023835128
-1.92529525809476,-0.477966770909731,-0.0125961568641316
1.9677196678589,-1.20532970811396,1.0403022409261
-10.7183952867537,-1.81406616137792,-2.39076349191906
-2.40390732604192,-0.2797830453594,-0.142040787591097
-4.0865611371158,-0.897906762070776,-0.597128562853434
1.50041566017822,0.795967568924569,0.913915969533267
-1.30774519829993,1.330415552789,0.154425414046994
-2.97722631787768,0.0805187893725594,-0.297099696793381
-0.928944043284709,0.0939580175221551,0.256875349837804
1.21231082198293,-1.11863363319501,0.835995610042961
-1.43688207628408,-0.107900072250201,0.11949926695758
4.38731657400248,1.33658590085368,1.69470243055618
-8.81313407876719,-1.47725228788002,-1.87546968713883
-2.30065638220997,-0.670577316091728,-0.114115707569895
-3.22165800188776,-0.310095705783795,-0.363208287014195
-3.72119779885901,0.433867172301724,-0.49831299682587
-4.6666699594579,-1.1700803512751,-0.754023838418902
-4.18015346718184,-0.975210937727748,-0.622441390121325
-0.131538723096278,-0.684235574351215,0.472540277916686
-0.482703068783669,-0.541291406865382,0.377564948007121
-2.23881168482834,-0.94286029392016,-0.0973892926900474
-5.72761637683404,-1.29389893288672,-1.04096565709764
0.337594809860434,0.0366541047344971,0.599421359699025
2.92169720869125,0.772999480115032,1.29831343363279
-1.38789939349348,1.87321587784952,0.132747042578952
-4.72649528779905,0.963826681702233,-0.770204098077742
-2.85245552814625,-0.425418882881995,-0.263354394733676
-5.22965253099392,0.548304449463966,-0.906287176430351
-0.473250242212031,0.194177394548003,0.380121543895185
1.18481731445177,1.38820200121068,0.828559761329358
1.79879953819408,1.66799863681843,0.994616381184624
-3.35056948003995,-1.34159598491201,-0.398073472836713
-2.59102489469337,-0.0989545710814498,-0.192648296675654
-2.22619060004504,0.454283626989482,-0.0939758149101091
-5.17663619033948,-0.379408797018157,-0.89194846435411
-0.832900140226502,1.91558065885164,0.282851225494827
-6.74691509317109,-0.56865819029591,-1.31664350722508
4.31423624676956,1.32045719803948,1.67493724575287
9.21279836648846,2.41812181286854,2.99979427955027
-3.47713450444899,0.50867929967201,-0.432304040648861
-3.26789726422502,0.836640502409712,-0.375714081663307
-1.43704423528098,0.919706113729941,0.119455409702657
-4.74977984069275,-0.74415060612684,-0.776501599860125
2.64480277529603,1.57998121641228,1.22342502174019
0.0749990653495338,0.094994890451587,0.52840014762537
-4.65984856305851,-0.64863370055912,-0.752178934796332
-14.6435909120603,-1.09771082264069,-3.45236542859444
0.750960801455928,1.19450574318173,0.711219644198346
-3.07294874329229,0.372432468645731,-0.322988626136992
-1.74402214986963,-0.556891621158634,0.0364306690902899
-1.25060884141102,0.614428029070365,0.169878418920632
-9.26596592257817,-1.74900845288195,-1.99794184095421
-1.84760534889945,-0.49476765222024,0.0084157278761183
-1.9134017912972,-0.95839067962195,-0.00937946944486754
-1.53113107665837,0.59060790768926,0.094008837720884
0.85349416061724,-0.335610051034466,0.738950647452732
2.63984586327589,0.249563646567862,1.22208438348854
0.83334215634026,0.147361310418713,0.733500369604055
0.530276264862954,1.06758498405212,0.651533668311957
-7.77295427234248,-0.503528490538772,-1.59414437181653
-0.524679348729338,0.483862800282335,0.366212112546526
-4.22680706800943,-0.438558408375119,-0.635059246075341
0.703316184747254,-0.00810476244454548,0.698333759723191
-3.73138188358565,0.268996496062678,-0.501067367588785
-4.49521073589895,0.0951285275147167,-0.707651259529456
-4.04764254414543,0.869306207917061,-0.586602704370445
7.0137468835997,1.11712341117504,2.40504244144252
-2.56635597706408,0.222437094317938,-0.185976381889523
-0.144710447886898,1.46452298243892,0.468977874948303
0.0157443067564509,-1.5754341108635,0.512374203319795
-4.68095018121051,-0.679551475566644,-0.757886043647855
-3.32177069448913,-0.816188835159703,-0.390284600782149
-8.28092264589678,-2.22126848222485,-1.73152866055321
-4.11417319910631,0.514224102544544,-0.604596475610632
-0.495040855786302,1.16680987253779,0.37422809047782
0.247944660123547,0.0308657640496608,0.575174728022806
-0.550062928077979,-0.543331726652794,0.359346911530165
3.0855571490441,0.590157847272741,1.34263072291656
-1.17976592534173,0.21669245245794,0.189038477189833
-2.14885330568802,1.25932813460995,-0.0730592977976064
0.286625440176512,-0.105761543447183,0.585636268016277
-3.09963511886036,-0.339101817848996,-0.330206179270716
-5.07797247121621,0.343886801785827,-0.865264037563871
7.47066862983946,-0.0593111566018933,2.52862074352507
-5.40008441049638,-1.3749731441152,-0.952381901540238
-2.51295472780325,0.126632232599703,-0.171533568066262
-2.20040555762355,0.573799043641561,-0.0870020348530265
-8.87736345383943,-2.5752311289757,-1.89284105801485
-8.37582125454435,-1.38104724591004,-1.75719478177238
-2.34108117777641,-0.782211188621157,-0.125048931123482
-2.10429827694592,-0.0556888032161496,-0.061009018189556
0.192236652788637,0.938604909992683,0.560108032214378
-3.19066033811098,0.0561194032132881,-0.354824709980306
-6.48696630644514,-1.41686590433532,-1.24633818698945
-0.959046288109632,0.42819163618079,0.248733946337203
-2.63659654966999,0.426984854953791,-0.204973531338806
-2.22997765979792,0.195042323842607,-0.0950000568464963
-0.56311741750559,0.917315542368587,0.355816215844755
0.559567683963996,0.0719938563955899,0.659455777224224
0.0942883454827033,-0.598619528031304,0.533617094524634
-0.952610220624164,1.16680987253779,0.250474634537072
-1.76626038147966,1.16680987253779,0.030416153637038
2.1971315505602,0.529305836402116,1.10234860045067
-2.58607169828155,-0.901730084892819,-0.1913086633413
1.03182628987568,-0.808120322730633,0.787182061085121
-3.15777338377411,-0.533760002139806,-0.345930158536733
-1.6341972053455,-1.22570402621011,0.0661337424990135
1.32274173192285,0.180401403781732,0.86586257185888
-5.38233591305543,-0.0126205060884466,-0.947581672187358
2.2586541357789,0.364520076946384,1.11898789740606
